what,kind,bundleId,bundleVersion,description,time
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290015654
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290015972
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290016196
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290020130
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290020550
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290020727
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290026861
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290034995
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290038339
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290038502
executed,command,com.python.pydev.refactoring,1.6.3.2010100513,"org.python.pydev.editor.actions.navigation.pyGoToDefinition",1326290038533
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290044734
closed,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290044734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290051498
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290055433
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290055457
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290058404
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290058517
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290058691
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290089156
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290089298
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290094407
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290097346
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290097456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290100226
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290101088
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290101287
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290103880
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1326290104105
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290105549
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1326290105582
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.13,"org.tigris.subversion.clientadapter.javahl",1326290105654
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.12,"org.tigris.subversion.clientadapter.svnkit",1326290105666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290106652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290121937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290123069
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1326290123081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290124755
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1326290124798
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290134971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290135818
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290139200
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1326290139244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290148743
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1326290151222
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290158354
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290159198
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290160386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290161989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290167518
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290168164
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290168763
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290170392
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290172229
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290177618
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290179447
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290179940
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290180432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290181241
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290187276
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290189231
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290190307
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290191009
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290193016
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290197051
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290197727
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290200384
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1326290200427
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290205523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290207215
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290207885
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290214457
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290215175
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290218628
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290221724
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290225589
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1326290236738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1326290237519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290246117
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326290255596
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1326290255923
activated,view,org.python.pydev,1.6.3.2010100513,"org.python.pydev.navigator.view",1326290260459
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildProject",1326290262891
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290265150
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290323398
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290336363
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290337263
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290351179
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290353980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1326290353992
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290357202
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290359938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1326290359950
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290361679
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1326290362522
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1326290362596
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1326290362611
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1326290362619
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1326290362669
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1326290362692
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1326290362728
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1326290362864
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1326290362935
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1326290364071
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.core",1326290364085
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1326290364247
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1326290364578
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1326290364656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290365693
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326290365756
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1326290365756
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290373997
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1326290374668
